Artist_id,Age
1697,58
1699,67
1701,19
1702,21
1703,60
1704,40
1705,37
1706,41
1707,43
1708,34
1709,54
1710,31
1711,21
1712,52
1713,44
1714,25
1715,40
1716,70
1717,30
1719,59
1720,36
1721,32
1722,58
1724,56
1725,56
1726,59
1727,39
1728,25
1731,33
1736,68
1737,58
1738,61
1739,65
1740,43
1741,31
1743,59
1744,61
1745,42
1746,36
1747,18
1749,47
1750,38
1751,47
1753,44
1754,21
1756,51
1757,67
1758,65
1759,70
1760,25
1762,56
1763,54
1764,44
1765,20
1768,46
1769,26
1770,51
1771,30
1772,69
1773,39
1774,69
1775,61
1776,42
1777,59
1778,38
1779,44
1782,34
1783,18
1784,35
1785,51
1786,44
1789,49
1790,66
1791,43
1793,40
1794,37
1796,39
1797,39
1798,59
1799,50
1800,43
1801,37
1803,35
1804,22
1805,45
1807,25
1808,21
1809,24
1811,33
1814,59
1815,69
1817,30
1818,54
1819,36
1820,22
1821,36
1822,49
1823,64
1824,24
1825,58
1826,47
1828,69
1830,24
1831,47
1832,48
1833,39
1834,44
1835,67
1836,30
1837,18
1839,29
1841,19
1842,58
1843,55
1845,32
1846,56
1847,27
1848,39
1849,30
1851,55
1852,62
1853,27
1854,50
1855,43
1856,49
1857,69
1860,64
1861,30
1862,28
1863,55
1865,55
1867,34
1868,69
1869,43
1871,23
1872,33
1874,63
1875,51
1876,34
1877,26
1879,21
1881,18
1883,24
1884,59
1885,53
1887,58
1888,57
1889,32
1890,26
1891,63
1892,62
1893,24
1896,38
1897,48
1898,70
1899,25
1900,70
1901,54
1902,62
1907,43
1908,54
1909,23
1910,60
1911,61
1912,57
1914,19
1915,64
1916,20
1917,26
1919,20
1920,35
1921,66
1922,23
1923,68
1924,64
1925,70
1926,44
1927,45
1929,63
1930,18
1931,33
1932,35
1933,49
1934,60
1935,69
1936,22
1940,53
1941,24
1942,44
1943,20
1944,22
1946,42
1948,23
1949,61
1950,39
1951,66
1952,59
1954,57
1955,21
1956,64
1957,56
1958,45
1959,68
1960,65
1961,36
1962,51
1963,55
1964,28
1965,52
1966,19
1967,26
1968,48
1969,61
1970,28
1971,18
1973,34
1974,67
1975,63
1976,48
1977,58
1978,68
1979,27
1980,67
1981,34
1982,33
1983,32
1984,57
1986,64
1987,51
1988,63
1992,33
1993,70
1995,31
1996,63
1997,36
1998,31
1999,46
2000,65
2001,62
2003,50
2004,37
2005,29
2006,54
2008,35
2009,27
2010,56
2011,61
2012,23
2013,26
2014,60
2015,64
2016,28
2017,65
2018,39
2019,69
2020,18
2021,24
2023,32
2024,26
2026,20
2027,46
2028,32
2029,61
2030,39
2031,59
2032,70
2033,59
2034,54
2035,35
2036,41
2037,48
2038,25
2039,59
2040,36
2041,64
2042,58
2043,54
2044,63
2046,18
2047,18
2048,53
2049,60
2050,38
2052,61
2053,42
2054,18
2055,60
2056,31
2057,42
2058,42
2059,35
2061,70
2062,45
2063,21
2064,18
2065,21
2066,66
2067,25
2069,28
2070,48
2072,51
2074,41
2075,36
2076,46
2077,57
2079,19
2082,63
2083,61
2084,42
2085,53
2086,53
2089,27
2090,22
2091,27
2092,68
2093,20
2096,47
2097,24
2098,25
2099,57
2100,23
2101,69
2102,65
2103,48
2104,20
2105,69
2107,24
2108,40
2109,63
2110,56
2111,21
2113,50
2114,58
2115,25
2116,39
2117,36
2118,60
2119,67
2121,18
2123,64
2124,65
2125,27
2126,52
2127,57
2128,19
2129,42
2131,35
2132,70
2133,48
2134,46
2135,22
2137,54
2138,68
2139,62
2140,35
2141,58
2143,57
2144,25
2145,21
2146,23
2147,51
2148,60
2149,59
2150,42
2151,25
2152,40
2153,51
2154,42
2155,38
2156,42
2157,57
2158,32
2159,50
2160,22
2161,59
2163,29
2164,44
2165,28
2166,45
2169,61
2170,55
2171,34
2172,56
2174,58
2175,67
2177,61
2178,58
2179,51
2180,62
2181,39
2183,42
2184,29
2185,48
2186,52
2187,46
2189,31
2190,34
2191,68
2192,45
2193,64
2194,24
2195,35
2196,34
2198,42
2199,40
2201,29
2202,27
2204,19
2205,67
2207,30
2211,38
2212,31
2214,67
2216,55
2217,27
2218,61
2219,52
2220,32
2222,70
2223,62
2224,18
2225,55
2227,40
2228,60
2229,45
2230,19
2231,55
2232,51
2233,62
2234,25
2236,32
2237,65
2238,26
2239,59
2240,24
2241,24
2242,24
2243,39
2244,40
2246,52
2247,48
2248,54
2249,50
2250,30
2251,66
2253,23
2256,68
2257,64
2258,49
2259,58
2261,37
2263,51
2265,69
2266,60
2268,37
2270,48
2273,24
2274,56
2275,25
2276,47
2278,69
2279,65
2280,20
2281,60
2283,42
2285,37
2286,51
2287,51
2288,54
2289,41
2291,36
2292,52
2293,62
2295,50
2296,64
2297,40
2299,29
2301,37
2302,56
2303,33
2304,23
2305,42
2306,27
2308,51
2309,51
2310,39
2311,42
2312,59
2313,35
2314,18
2315,28
2317,69
2318,57
2319,24
2320,41
2321,34
2322,46
2323,59
2325,23
2326,40
2327,36
2328,69
2329,35
2330,44
2331,24
2333,57
2335,53
2336,28
2337,37
2338,27
2340,31
2341,35
2342,40
2343,24
2344,28
2345,69
2346,68
2347,35
2348,38
2349,54
2350,39
2351,36
2352,27
2353,34
2354,43
2355,62
2356,49
2357,46
2359,35
2360,66
2363,65
2364,21
2366,36
2367,21
2368,67
2369,48
2370,53
2371,65
2374,25
2375,30
2377,55
2378,52
2380,28
2381,47
2382,34
2383,57
2384,64
2385,43
2387,24
2388,64
2389,68
2390,25
2392,67
2394,27
2396,33
2397,38
2398,64
2399,26
2400,39
2401,66
2402,69
2403,32
2404,38
2405,46
2406,26
2407,66
2408,21
2409,42
2412,44
2413,29
2415,54
2416,37
2417,21
2418,70
2419,41
2420,22
2421,35
2422,48
2423,45
2424,32
2425,54
2426,53
2427,55
2428,46
2429,43
2430,38
2431,40
2432,66
2433,62
2434,45
2435,25
2437,37
2440,34
2442,25
2445,43
2446,35
2447,52
2448,62
2449,18
2450,37
2451,49
2452,31
2453,34
2455,43
2456,22
2457,46
2458,21
2459,56
2460,49
2461,68
2462,69
2463,48
2464,43
2465,56
2466,34
2467,29
2468,22
2469,50
2470,66
2471,58
2472,18
2474,48
2475,30
2476,25
2477,45
2479,70
2480,53
2481,22
2482,37
2483,68
2486,68
2487,18
2488,58
2489,48
2490,66
2491,51
2492,55
2493,34
2494,31
2497,46
2498,40
2499,39
2500,34
2501,26
2502,69
2503,39
2505,49
2507,51
2508,69
2509,40
2511,54
2512,42
2513,53
2514,65
2515,53
2516,36
2517,18
2518,63
2519,21
2520,48
2521,53
2523,21
2524,42
2525,20
2526,53
2527,48
2528,68
2529,28
2530,22
2531,20
2532,64
2533,69
2535,20
2536,21
2538,27
2539,40
2540,23
2541,63
2542,57
2544,45
2546,21
2547,23
2548,58
2549,53
2550,33
2551,29
2552,34
2554,60
2555,54
2556,45
2557,30
2558,66
2559,64
2560,50
2561,23
2563,21
2564,41
2565,42
2566,26
2567,51
2569,61
2570,50
2572,45
2573,20
2574,21
2576,68
2577,44
2578,45
2579,27
2581,51
2582,28
2583,52
2584,30
2586,56
2587,69
2588,59
2589,58
2590,44
2591,36
2592,24
2594,37
2595,61
2596,52
2597,38
2600,22
2602,46
2603,67
2605,62
2606,66
2607,66
2608,58
2609,52
2611,69
2613,48
2614,44
2615,69
2616,32
2617,22
2619,56
2620,68
2621,33
2623,67
2624,22
2625,19
2627,26
2629,63
2630,40
2631,32
2632,57
2633,26
2635,28
2636,67
2637,18
2638,36
2639,59
2640,29
2641,59
2642,68
2643,41
2645,34
2646,27
2648,53
2649,31
2650,64
2651,24
2652,19
2653,24
2654,41
2656,26
2657,21
2658,45
2659,65
2660,70
2661,47
2663,58
2664,31
2665,30
2666,37
2667,27
2668,64
2669,54
2670,51
2671,67
2673,33
2674,66
2675,50
2676,46
2678,59
2680,32
2681,23
2683,52
2684,50
2686,28
2687,58
2689,60
2690,65
2691,42
2692,69
2694,58
2695,26
2696,40
2697,48
2698,20
2701,43
2702,27
2705,30
2706,42
2707,68
2708,51
2710,42
2711,28
2713,26
2714,43
2715,30
2716,27
2717,27
2719,53
2722,56
2723,50
2725,18
2726,59
2727,58
2728,19
2729,20
2730,68
2731,53
2733,32
2734,48
2737,66
2738,46
2739,56
2740,64
2742,48
2743,19
2745,40
2748,48
2749,49
2750,36
2751,63
2753,29
2754,34
2755,33
2757,47
2758,24
2760,33
2761,32
2762,43
2763,34
2764,53
2765,43
2767,38
2769,43
2770,50
2771,62
2772,34
2773,30
2774,62
2776,22
2777,41
2778,65
2779,62
2780,23
2781,24
2782,27
2783,64
2785,28
2786,41
2789,65
2790,45
2791,69
2792,24
2795,36
2796,64
2797,46
2798,42
2799,20
2801,24
2802,54
2803,56
2804,48
2806,52
2807,30
2808,61
2809,58
2810,29
2811,25
2812,32
2813,53
2815,60
2818,49
2820,26
2821,70
2822,37
2823,54
2824,62
2825,68
2827,22
2828,51
2829,47
2830,62
2832,42
2833,24
2834,57
2835,61
2836,39
2837,22
2838,67
2839,48
2840,27
2841,61
2842,60
2844,59
2845,49
2846,68
2847,64
2848,40
2849,57
2850,29
2852,61
2855,30
2857,65
2858,64
2859,37
2861,32
2862,62
2863,52
2864,18
2865,56
2866,21
2867,70
2868,20
2869,59
2870,49
2871,48
2872,56
2874,49
2876,67
2877,23
2878,28
2879,40
2880,22
2881,58
2883,55
2884,59
2885,62
2887,37
2888,53
2889,30
2890,51
2892,45
2893,27
2895,60
2896,38
2897,39
2898,47
2899,55
2901,45
2902,53
2903,32
2905,29
2906,62
2907,41
2908,61
2909,18
2910,62
2911,53
2912,40
2913,41
2914,44
2915,39
2916,41
2917,41
2918,22
2919,28
2920,52
2922,69
2924,58
2925,27
2926,68
2927,66
2928,53
2929,20
2930,42
2931,70
2932,57
2933,31
2935,40
2936,58
2937,28
2938,67
2939,18
2942,59
2944,44
2945,51
2946,55
2950,33
2951,49
2952,30
2954,38
2955,54
2956,57
2957,66
2959,20
2960,42
2961,22
2962,45
2964,65
2965,54
2966,35
2967,29
2968,30
2969,35
2970,24
2971,48
2972,25
2973,41
2974,69
2975,67
2976,56
2977,51
2978,56
2979,54
2980,56
2981,23
2982,46
2984,45
2986,21
2988,36
2991,63
2992,36
2994,55
2995,60
2996,59
2997,19
2999,41
3000,58
3001,67
3002,57
3003,65
3004,67
3005,62
3006,62
3007,23
3008,46
3009,34
3010,35
3012,22
3013,65
3016,50
3018,30
3020,59
3021,39
3022,31
3023,38
3024,40
3025,32
3026,65
3027,57
3028,25
3029,44
3030,42
3031,35
3032,47
3033,23
3034,47
3035,60
3036,68
3038,47
3039,32
3042,49
3043,67
3044,39
3045,34
3046,33
3048,65
3049,20
3050,27
3051,26
3053,50
3054,61
3055,42
3056,56
3057,22
3058,44
3059,18
3061,49
3062,27
3063,60
3066,48
3067,48
3068,20
3069,54
3071,50
3072,47
3073,36
3074,57
3075,26
3078,18
3079,57
3081,46
3082,23
3083,52
3084,56
3085,67
3086,67
3088,65
3089,64
3090,64
3091,18
3092,54
3093,60
3095,44
3097,18
3098,41
3099,55
3100,42
3101,21
3102,64
3103,26
3104,42
3105,44
3106,37
3107,42
3108,40
3110,38
3111,23
3112,68
3113,27
3114,55
3115,65
3117,38
3118,31
3119,49
3120,60
3122,20
3123,19
3125,50
3126,51
3127,64
3129,38
3130,28
3131,20
3132,30
3133,65
3134,42
3135,24
3136,56
3138,32
3139,58
3140,58
3141,34
3142,35
3143,36
3144,54
3145,50
3146,53
3147,48
3150,48
3151,66
3152,19
3153,18
3154,56
3156,29
3157,24
3158,42
3160,59
3161,32
3162,40
3163,23
3164,54
3165,56
3166,62
3169,21
3170,70
3171,58
3172,51
3173,55
3174,25
3175,19
3176,51
3177,20
3178,33
3180,68
3181,48
3182,34
3183,67
3184,69
3185,49
3187,44
3188,34
3191,52
3192,20
3193,28
3194,32
3195,65
3197,60
3198,54
3199,19
3200,61
3201,66
3202,67
3203,61
3204,23
3206,47
3207,67
3208,70
3210,62
3211,40
3213,35
3215,61
3217,33
3218,53
3220,60
3221,53
3223,56
3224,51
3225,47
3227,64
3228,28
3229,35
3230,36
3231,26
3232,60
3233,30
3234,65
3235,57
3236,23
3237,22
3238,35
3239,34
3240,67
3241,54
3242,61
3243,34
3244,65
3246,50
3247,24
3248,67
3249,68
3250,36
3251,61
3253,21
3254,68
3255,62
3256,66
3257,24
3259,70
3260,48
3262,57
3263,40
3264,52
3265,50
3266,36
3267,43
3268,28
3269,63
3270,31
3271,26
3272,70
3273,51
3274,46
3275,35
3276,18
3278,59
3279,68
3281,23
3282,48
3284,60
3285,25
3287,53
3288,48
3289,67
3290,63
3291,56
3292,21
3293,54
3295,29
3296,60
3297,62
3299,63
3300,18
3302,41
3303,46
3307,40
3309,59
3311,41
3312,33
3313,61
3314,36
3315,40
3317,42
3318,31
3319,34
3320,62
3322,26
3323,70
3324,70
3325,32
3326,34
3327,67
3328,23
3329,33
3330,54
3331,70
3332,50
3333,43
3334,54
3335,41
3336,61
3337,64
3338,66
3339,64
3340,33
3341,48
3342,44
3344,68
3346,55
3348,26
3349,62
3350,38
3351,28
3352,56
3354,70
3355,32
3356,35
3357,41
3358,32
3359,31
3360,29
3362,19
3363,58
3364,38
3365,24
3366,31
3368,56
3369,40
3370,43
3371,65
3372,32
3373,55
3374,20
3375,41
3376,64
3377,61
3378,61
3379,32
3380,44
3381,43
3382,47
3383,33
3384,24
3385,41
3386,39
3387,48
3388,41
3389,52
3390,43
3391,49
3392,31
3393,66
3394,48
3395,70
3396,31
3397,32
3399,54
3400,26
3401,68
3402,38
3403,27
3404,28
3405,23
3406,40
3408,33
3409,21
3410,58
3411,37
3412,57
3413,41
3414,42
3418,53
3420,41
3421,42
3423,40
3424,18
3426,19
3427,45
3428,53
3429,37
3430,69
3431,56
3432,49
3433,27
3434,20
3435,69
3436,68
3438,67
3439,59
3440,38
3441,23
3442,28
3443,27
3444,31
3445,52
3446,42
3447,27
3449,58
3450,67
3451,21
3452,24
3454,37
3455,56
3458,65
3460,44
3461,49
3463,62
3464,51
3465,46
3467,50
3468,54
3469,33
3470,36
3471,54
3473,45
3474,21
3475,30
3476,41
3478,55
3479,58
3480,36
3481,48
3482,37
3483,36
3484,28
3485,40
3486,48
3487,18
3489,32
3490,61
3491,53
3492,48
3495,36
3496,65
3497,45
3498,62
3499,42
3500,44
3501,23
3502,35
3503,65
3505,59
3506,60
3508,70
3509,28
3510,70
3511,25
3512,49
3513,64
3514,24
3515,38
3516,61
3518,31
3519,41
3520,69
3521,28
3523,24
3524,60
3525,40
3527,26
3532,66
3533,18
3534,49
3535,26
3536,29
3537,46
3538,54
3540,39
3541,37
3543,53
3544,46
3545,64
3546,21
3547,38
3548,42
3549,57
3552,59
3553,33
3555,57
3556,26
3557,38
3559,44
3560,53
3562,52
3564,51
3565,60
3567,67
3568,54
3569,51
3570,24
3571,26
3572,46
3573,65
3575,57
3576,34
3577,65
3578,20
3579,40
3581,24
3583,62
3584,61
3585,28
3586,43
3587,65
3589,56
3591,22
3592,60
3593,63
3594,60
3595,26
3596,51
3598,65
3599,45
3601,21
3603,54
3604,51
3605,32
3606,38
3607,67
3608,29
3610,19
3611,29
3612,53
3613,58
3614,31
3616,23
3617,37
3618,23
3619,43
3621,49
3622,65
3623,36
3626,29
3628,23
3629,19
3630,24
3631,52
3632,29
3633,46
3634,32
3635,59
3636,39
3637,70
3638,26
3639,22
3640,57
3641,18
3642,29
3643,51
3644,18
3645,19
3646,57
3648,37
3649,56
3650,51
3651,39
3652,46
3653,52
3654,70
3656,24
3657,53
3658,60
3659,23
3660,33
3661,42
3662,18
3664,32
3665,62
3666,44
3668,29
3669,32
3671,50
3672,39
3673,51
3674,61
3675,32
3676,37
3679,45
3680,38
3681,47
3682,33
3683,70
3684,61
3686,56
3687,28
3688,19
3689,20
3690,54
3691,28
3692,69
3693,28
3694,47
3695,50
3696,41
3699,62
3700,51
3701,18
3702,32
3704,31
3706,40
3707,70
