Playlist_id,User_id,Name,Created_date,Is_public
56,194,Relaxing Songs #56,2026-01-18,True
57,235,Chill Vibes #57,2024-10-21,True
58,411,My Favorites #58,2024-05-11,False
59,197,Workout Mix #59,2023-12-14,False
60,19,Relaxing Songs #60,2024-08-02,True
61,94,My Favorites #61,2025-01-19,False
62,418,Party Mix #62,2024-07-14,False
63,717,Morning Energy #63,2024-01-06,True
64,345,Study Focus #64,2025-07-03,False
65,63,Party Mix #65,2023-12-16,False
66,660,My Favorites #66,2026-08-27,False
67,113,Late Night #67,2025-09-23,False
68,288,Road Trip #68,2026-02-06,False
69,253,Road Trip #69,2026-07-20,True
70,187,My Favorites #70,2024-02-08,True
71,54,Road Trip #71,2025-10-05,True
72,293,Weekend Hits #72,2026-03-19,False
73,931,Relaxing Songs #73,2024-02-13,True
74,442,Workout Mix #74,2024-07-27,False
75,972,Weekend Hits #75,2026-01-03,False
76,343,Late Night #76,2025-04-27,True
77,100,My Favorites #77,2023-12-12,True
78,340,Road Trip #78,2024-01-14,False
79,761,Relaxing Songs #79,2025-01-27,False
80,244,Late Night #80,2025-09-27,True
81,599,Study Focus #81,2024-02-12,True
82,909,Chill Vibes #82,2026-09-06,True
83,645,Relaxing Songs #83,2024-01-24,True
84,43,Relaxing Songs #84,2025-10-20,True
85,198,Weekend Hits #85,2024-03-10,True
86,77,Party Mix #86,2024-07-23,False
87,309,Weekend Hits #87,2024-04-09,True
88,547,Workout Mix #88,2026-09-11,True
89,131,Morning Energy #89,2024-02-10,False
90,564,Late Night #90,2026-03-05,False
91,917,Road Trip #91,2026-08-06,False
92,645,Chill Vibes #92,2025-01-04,False
93,70,Weekend Hits #93,2023-10-07,False
94,537,Party Mix #94,2024-04-09,True
95,171,Relaxing Songs #95,2024-12-26,False
96,714,Workout Mix #96,2025-09-01,False
97,47,Relaxing Songs #97,2026-07-17,True
98,814,Morning Energy #98,2023-09-18,False
99,507,Party Mix #99,2024-05-19,True
100,170,Weekend Hits #100,2025-11-28,False
101,576,Study Focus #101,2026-01-22,False
102,622,Late Night #102,2026-06-25,True
103,189,My Favorites #103,2024-01-27,True
104,586,Morning Energy #104,2024-12-04,True
105,901,Party Mix #105,2024-02-01,False
106,516,Party Mix #106,2024-03-15,False
107,311,Morning Energy #107,2024-04-04,False
108,726,Late Night #108,2025-12-18,True
109,176,Morning Energy #109,2025-08-25,True
110,547,Morning Energy #110,2026-05-20,False
111,41,Workout Mix #111,2024-12-19,False
112,950,Workout Mix #112,2025-01-16,False
113,895,My Favorites #113,2024-04-11,True
114,844,Morning Energy #114,2025-10-03,True
115,2,Road Trip #115,2026-08-30,False
116,333,Chill Vibes #116,2024-01-06,False
117,740,Workout Mix #117,2026-04-12,False
118,920,Relaxing Songs #118,2024-08-08,False
119,333,My Favorites #119,2025-07-20,True
120,844,Road Trip #120,2025-09-21,True
121,749,Late Night #121,2025-11-12,True
122,263,My Favorites #122,2025-04-06,True
123,740,Study Focus #123,2025-10-13,False
124,891,Relaxing Songs #124,2025-04-25,True
125,837,Weekend Hits #125,2024-12-12,True
126,333,Late Night #126,2025-07-08,True
127,596,Study Focus #127,2024-06-29,True
128,457,Morning Energy #128,2026-04-09,False
129,378,Workout Mix #129,2024-01-01,False
130,96,Weekend Hits #130,2024-09-17,True
131,471,Workout Mix #131,2026-01-19,True
132,194,Relaxing Songs #132,2024-01-13,False
133,966,Workout Mix #133,2023-11-09,False
134,22,Late Night #134,2026-05-28,True
135,907,Workout Mix #135,2025-10-26,False
136,704,Relaxing Songs #136,2024-12-23,True
137,72,Workout Mix #137,2026-04-23,True
138,437,Morning Energy #138,2024-03-02,False
139,931,Study Focus #139,2026-06-29,True
140,742,Party Mix #140,2025-04-22,True
141,745,My Favorites #141,2024-03-19,True
142,387,Study Focus #142,2026-02-25,True
143,113,My Favorites #143,2024-11-29,True
144,136,Morning Energy #144,2024-06-01,True
145,275,Workout Mix #145,2024-10-03,True
146,812,My Favorites #146,2026-06-04,True
147,556,Road Trip #147,2024-05-04,True
148,208,Workout Mix #148,2024-03-14,False
149,778,Relaxing Songs #149,2025-03-06,False
150,836,Workout Mix #150,2024-11-26,False
151,340,Weekend Hits #151,2023-11-25,True
152,250,My Favorites #152,2024-01-08,False
153,643,Party Mix #153,2024-09-14,True
154,22,My Favorites #154,2024-01-18,True
155,558,Late Night #155,2025-02-14,True
156,524,Study Focus #156,2024-08-15,True
157,2,Morning Energy #157,2025-02-07,True
158,233,Study Focus #158,2023-11-30,False
159,151,Road Trip #159,2025-06-11,False
160,232,Study Focus #160,2026-03-27,True
161,504,Workout Mix #161,2026-07-08,True
162,230,Chill Vibes #162,2025-07-16,False
163,366,Chill Vibes #163,2026-07-06,False
164,122,Road Trip #164,2024-06-26,True
165,918,My Favorites #165,2025-05-07,True
166,183,Study Focus #166,2023-12-24,False
167,615,Workout Mix #167,2025-06-04,False
168,154,Late Night #168,2026-01-10,False
169,357,Chill Vibes #169,2024-10-09,False
170,939,Weekend Hits #170,2025-02-27,False
171,956,Late Night #171,2025-02-16,True
172,808,My Favorites #172,2024-05-28,True
173,797,Workout Mix #173,2025-01-26,False
174,152,Study Focus #174,2024-06-10,False
175,739,Weekend Hits #175,2026-06-27,True
176,116,Relaxing Songs #176,2025-10-22,False
177,983,Late Night #177,2025-01-08,True
178,93,Road Trip #178,2024-01-06,True
179,187,Study Focus #179,2023-09-15,False
180,327,Weekend Hits #180,2024-04-14,False
181,493,Study Focus #181,2026-05-22,False
182,142,Morning Energy #182,2025-03-29,False
183,429,Party Mix #183,2024-11-24,False
184,552,Party Mix #184,2025-10-06,False
185,546,Party Mix #185,2023-12-21,True
186,394,Chill Vibes #186,2025-09-05,False
187,540,Relaxing Songs #187,2026-03-06,True
188,720,Chill Vibes #188,2026-01-02,True
189,371,My Favorites #189,2026-03-27,True
190,872,My Favorites #190,2026-09-10,False
191,572,Weekend Hits #191,2026-04-22,True
192,944,Chill Vibes #192,2024-11-13,True
193,934,Road Trip #193,2025-11-28,False
194,870,Workout Mix #194,2025-12-06,False
195,472,Workout Mix #195,2025-03-22,False
196,249,Morning Energy #196,2025-07-04,True
197,58,Workout Mix #197,2025-05-10,True
198,986,Workout Mix #198,2026-04-08,False
199,751,My Favorites #199,2024-11-23,False
200,381,My Favorites #200,2025-11-07,True
201,679,Relaxing Songs #201,2026-02-13,True
202,489,Relaxing Songs #202,2026-03-28,True
203,31,Workout Mix #203,2024-08-20,False
204,145,Chill Vibes #204,2023-12-11,True
205,79,My Favorites #205,2023-10-29,False
206,154,Workout Mix #206,2025-04-07,False
207,762,Workout Mix #207,2024-02-23,False
208,482,Study Focus #208,2026-03-17,False
209,455,My Favorites #209,2026-05-15,False
210,114,Workout Mix #210,2026-09-04,True
211,903,My Favorites #211,2025-02-22,True
212,516,Workout Mix #212,2025-07-15,True
213,406,Study Focus #213,2025-08-13,False
214,568,Late Night #214,2025-03-05,False
215,727,Morning Energy #215,2026-07-08,False
216,954,Workout Mix #216,2025-05-28,False
217,997,Chill Vibes #217,2024-07-31,False
218,974,Workout Mix #218,2025-04-01,True
219,411,Relaxing Songs #219,2025-03-30,True
220,225,Study Focus #220,2025-11-04,True
221,843,Party Mix #221,2024-12-15,True
222,837,Weekend Hits #222,2024-04-25,False
223,321,Study Focus #223,2024-06-24,False
224,169,My Favorites #224,2025-08-08,False
225,663,Study Focus #225,2026-05-30,True
226,277,Chill Vibes #226,2024-01-24,True
227,80,Road Trip #227,2025-08-19,False
228,29,Morning Energy #228,2024-05-11,False
229,167,Party Mix #229,2025-05-09,True
230,67,Morning Energy #230,2025-05-31,True
231,775,Late Night #231,2024-04-06,True
232,565,Morning Energy #232,2026-06-23,True
233,247,Late Night #233,2025-03-26,True
234,584,Relaxing Songs #234,2025-06-02,True
235,578,Weekend Hits #235,2025-04-04,True
236,50,Road Trip #236,2023-10-22,True
237,967,Late Night #237,2024-10-18,True
238,366,Late Night #238,2025-04-28,False
239,513,Morning Energy #239,2023-09-24,False
240,770,Study Focus #240,2025-09-21,False
241,998,Workout Mix #241,2023-10-17,True
242,340,Study Focus #242,2026-07-08,True
243,515,Workout Mix #243,2023-11-17,True
244,602,Study Focus #244,2024-01-18,False
245,601,My Favorites #245,2024-12-11,False
246,166,Workout Mix #246,2026-06-23,False
247,81,Chill Vibes #247,2024-11-11,True
248,906,Morning Energy #248,2024-03-02,True
249,788,Workout Mix #249,2024-08-22,False
250,459,Workout Mix #250,2023-09-19,False
251,298,Road Trip #251,2025-04-21,False
252,41,Study Focus #252,2025-11-11,True
253,214,Relaxing Songs #253,2026-06-15,True
254,982,Workout Mix #254,2025-06-26,False
255,100,My Favorites #255,2024-06-17,True
256,785,Late Night #256,2024-10-20,True
257,511,Chill Vibes #257,2023-11-13,False
258,322,Workout Mix #258,2026-09-04,False
259,166,Chill Vibes #259,2025-11-15,False
260,591,Road Trip #260,2025-08-03,False
261,92,Chill Vibes #261,2024-02-18,True
262,728,Weekend Hits #262,2023-09-19,False
263,485,Late Night #263,2023-09-17,False
264,666,Workout Mix #264,2026-05-30,True
265,996,Relaxing Songs #265,2025-06-12,False
266,41,Road Trip #266,2025-06-08,False
267,411,Study Focus #267,2025-12-31,True
268,452,Road Trip #268,2026-03-31,False
269,383,Chill Vibes #269,2023-12-12,False
270,519,Weekend Hits #270,2026-07-22,False
271,899,My Favorites #271,2024-11-07,True
272,759,Morning Energy #272,2024-02-14,True
273,159,Chill Vibes #273,2025-10-05,False
274,385,Workout Mix #274,2024-04-09,False
275,875,Chill Vibes #275,2025-12-23,True
276,398,Weekend Hits #276,2024-04-17,True
277,358,Weekend Hits #277,2023-09-23,False
278,658,Party Mix #278,2025-09-13,False
279,112,Chill Vibes #279,2025-06-06,True
280,750,Chill Vibes #280,2024-05-30,False
281,787,Study Focus #281,2024-07-06,True
282,412,Road Trip #282,2025-10-30,True
283,325,Road Trip #283,2024-03-02,False
284,218,Weekend Hits #284,2024-03-19,True
285,286,Weekend Hits #285,2025-03-10,True
286,559,Workout Mix #286,2026-07-02,False
287,150,Morning Energy #287,2024-05-19,False
288,582,My Favorites #288,2024-04-16,False
289,64,Road Trip #289,2024-09-02,False
290,485,Morning Energy #290,2024-04-20,True
291,217,My Favorites #291,2026-01-16,False
292,277,Late Night #292,2024-04-29,True
293,86,Workout Mix #293,2024-06-19,True
294,281,Study Focus #294,2024-06-09,True
295,306,Weekend Hits #295,2026-01-22,False
296,538,Morning Energy #296,2024-05-09,False
297,189,My Favorites #297,2024-11-26,True
298,917,Study Focus #298,2023-10-02,False
299,987,Late Night #299,2025-12-22,True
300,204,Road Trip #300,2024-11-16,False
301,494,Weekend Hits #301,2025-09-12,True
302,989,Study Focus #302,2025-01-31,False
303,935,Relaxing Songs #303,2024-05-10,False
304,843,My Favorites #304,2025-12-07,True
305,80,Relaxing Songs #305,2024-07-07,True
306,332,Road Trip #306,2025-03-21,True
307,155,Weekend Hits #307,2026-04-10,True
308,512,Road Trip #308,2026-03-18,True
309,812,Study Focus #309,2026-03-25,False
310,534,My Favorites #310,2024-12-16,False
311,966,Workout Mix #311,2023-10-31,False
312,655,Relaxing Songs #312,2023-09-14,True
313,38,Morning Energy #313,2024-11-08,True
314,431,Party Mix #314,2024-02-02,True
315,616,Study Focus #315,2023-11-11,True
316,357,Morning Energy #316,2026-01-19,True
317,996,Relaxing Songs #317,2024-11-01,True
318,380,Road Trip #318,2025-08-14,True
319,310,Late Night #319,2026-04-09,True
320,717,Weekend Hits #320,2024-03-09,False
321,424,Study Focus #321,2024-08-31,False
322,361,Party Mix #322,2025-04-13,False
323,536,Road Trip #323,2024-02-17,True
324,949,Workout Mix #324,2026-09-10,False
325,439,Road Trip #325,2024-03-09,True
326,567,Relaxing Songs #326,2024-09-28,True
327,556,Study Focus #327,2025-03-04,False
328,292,Study Focus #328,2026-07-14,False
329,719,Relaxing Songs #329,2023-10-28,True
330,90,Chill Vibes #330,2025-01-12,True
331,666,My Favorites #331,2024-07-09,False
332,107,Weekend Hits #332,2025-01-19,True
333,649,Weekend Hits #333,2025-07-31,True
334,684,Late Night #334,2024-04-25,False
335,217,Morning Energy #335,2024-05-24,False
336,565,Study Focus #336,2026-06-07,True
337,201,Weekend Hits #337,2025-12-14,True
338,360,Weekend Hits #338,2026-03-19,False
339,930,Study Focus #339,2024-04-02,True
340,963,Road Trip #340,2023-09-23,True
341,520,Late Night #341,2025-07-21,False
342,901,Late Night #342,2024-12-04,False
343,859,Study Focus #343,2024-03-12,True
344,5,Study Focus #344,2026-06-01,True
345,16,My Favorites #345,2026-09-03,True
346,810,Road Trip #346,2026-07-10,False
347,344,Workout Mix #347,2025-03-23,False
348,248,Party Mix #348,2025-10-11,False
349,198,Relaxing Songs #349,2026-01-23,False
350,849,My Favorites #350,2023-11-14,False
351,132,Study Focus #351,2026-03-30,True
352,413,Road Trip #352,2025-09-02,True
353,448,Morning Energy #353,2025-12-04,True
354,728,Workout Mix #354,2024-09-19,True
355,647,Relaxing Songs #355,2023-10-27,False
356,864,Late Night #356,2024-03-28,True
357,972,Road Trip #357,2025-12-29,True
358,96,Chill Vibes #358,2023-10-08,True
359,448,My Favorites #359,2024-01-03,True
360,29,Relaxing Songs #360,2023-10-18,True
361,586,Study Focus #361,2024-12-21,True
362,761,Workout Mix #362,2024-02-17,False
363,650,Road Trip #363,2026-05-05,True
364,246,Morning Energy #364,2024-12-01,False
365,199,Party Mix #365,2025-02-04,True
366,744,Study Focus #366,2024-09-22,False
367,676,My Favorites #367,2024-12-23,False
368,85,Workout Mix #368,2024-01-09,True
369,654,Relaxing Songs #369,2026-04-21,True
370,114,Weekend Hits #370,2025-02-10,True
371,110,Workout Mix #371,2024-03-26,False
372,269,Workout Mix #372,2025-11-13,True
373,80,Weekend Hits #373,2024-02-07,False
374,935,Morning Energy #374,2026-06-26,False
375,104,Weekend Hits #375,2024-10-23,True
376,424,Chill Vibes #376,2024-12-02,False
377,983,Chill Vibes #377,2025-09-10,True
378,704,Study Focus #378,2026-01-22,False
379,912,Road Trip #379,2025-06-09,False
380,828,Workout Mix #380,2025-08-17,True
381,306,My Favorites #381,2024-12-02,True
382,676,Relaxing Songs #382,2026-05-15,True
383,121,Road Trip #383,2024-03-30,False
384,496,Relaxing Songs #384,2026-01-14,True
385,163,Party Mix #385,2023-11-07,False
386,949,Chill Vibes #386,2024-06-10,True
387,621,My Favorites #387,2024-01-22,True
388,531,Party Mix #388,2026-06-04,True
389,222,Road Trip #389,2025-11-12,True
390,921,Morning Energy #390,2026-07-25,True
391,336,Workout Mix #391,2026-01-21,True
392,86,Workout Mix #392,2026-04-16,False
393,281,Weekend Hits #393,2024-08-23,True
394,977,Chill Vibes #394,2023-10-17,False
395,726,Party Mix #395,2025-05-02,False
396,479,Weekend Hits #396,2024-08-21,False
397,525,Study Focus #397,2025-02-27,True
398,257,Workout Mix #398,2025-10-24,True
399,704,Late Night #399,2026-01-27,False
400,106,Relaxing Songs #400,2026-06-06,False
401,170,Morning Energy #401,2023-10-20,False
402,444,Weekend Hits #402,2026-07-24,False
403,611,Late Night #403,2024-08-30,False
404,638,Chill Vibes #404,2025-09-02,False
405,440,Morning Energy #405,2026-01-26,False
406,383,Chill Vibes #406,2026-03-09,False
407,172,My Favorites #407,2024-03-09,False
408,601,Study Focus #408,2026-07-15,False
409,619,Party Mix #409,2024-04-25,False
410,408,My Favorites #410,2024-02-10,True
411,185,Road Trip #411,2024-08-21,False
412,810,Workout Mix #412,2026-07-04,False
413,252,Chill Vibes #413,2026-05-03,True
414,673,Road Trip #414,2025-08-02,False
415,149,Road Trip #415,2024-10-05,True
416,10,Road Trip #416,2024-09-18,True
417,735,Road Trip #417,2025-05-29,True
418,477,Relaxing Songs #418,2026-03-26,False
419,921,Morning Energy #419,2026-02-22,True
420,395,Late Night #420,2023-10-03,True
421,540,Morning Energy #421,2025-01-19,True
422,575,Late Night #422,2025-02-08,True
423,588,Study Focus #423,2026-01-17,False
424,326,Road Trip #424,2025-01-26,True
425,202,My Favorites #425,2025-02-28,False
426,511,My Favorites #426,2025-10-16,False
427,432,Chill Vibes #427,2025-04-12,True
428,464,Workout Mix #428,2026-03-20,False
429,606,Study Focus #429,2026-02-16,True
430,591,My Favorites #430,2024-12-30,False
431,19,Relaxing Songs #431,2026-08-31,True
432,934,Weekend Hits #432,2023-10-14,False
433,135,Study Focus #433,2026-01-05,True
434,918,Party Mix #434,2024-11-17,True
435,346,My Favorites #435,2024-06-27,True
436,482,Chill Vibes #436,2026-02-22,False
437,741,Late Night #437,2023-09-13,False
438,325,Road Trip #438,2025-06-24,False
439,82,Party Mix #439,2026-04-05,False
440,506,Relaxing Songs #440,2025-07-10,True
441,403,Late Night #441,2026-02-07,False
442,506,Chill Vibes #442,2026-05-29,False
443,961,Relaxing Songs #443,2023-11-26,True
444,30,Morning Energy #444,2026-08-18,True
445,846,My Favorites #445,2024-12-17,True
446,108,Road Trip #446,2025-03-23,False
447,232,Workout Mix #447,2024-05-07,True
448,196,Road Trip #448,2025-11-27,True
449,957,My Favorites #449,2026-04-13,False
450,905,My Favorites #450,2026-01-02,True
451,50,Late Night #451,2025-07-09,True
452,271,Road Trip #452,2023-10-04,False
453,277,Workout Mix #453,2025-04-20,True
454,598,Weekend Hits #454,2023-12-24,True
455,130,Road Trip #455,2023-11-26,True
456,772,Relaxing Songs #456,2025-05-07,False
457,653,Weekend Hits #457,2025-02-08,True
458,535,Party Mix #458,2025-06-26,True
459,592,Weekend Hits #459,2025-08-26,False
460,1000,Late Night #460,2024-09-19,False
461,792,Weekend Hits #461,2024-09-08,True
462,95,Late Night #462,2025-08-14,False
463,729,Chill Vibes #463,2024-11-09,False
464,572,Morning Energy #464,2025-04-10,True
465,712,Chill Vibes #465,2025-08-01,True
466,996,Weekend Hits #466,2023-11-18,True
467,218,My Favorites #467,2024-01-18,True
468,480,Study Focus #468,2025-05-23,True
469,500,Chill Vibes #469,2025-01-18,False
470,214,Relaxing Songs #470,2024-04-22,False
471,779,Late Night #471,2025-08-01,False
472,672,Workout Mix #472,2025-06-16,True
473,937,Workout Mix #473,2024-02-03,True
474,939,Road Trip #474,2024-08-22,False
475,999,Weekend Hits #475,2025-06-22,True
476,799,Study Focus #476,2026-07-09,True
477,71,Late Night #477,2026-01-29,False
478,169,Late Night #478,2023-12-28,True
479,151,Weekend Hits #479,2024-12-19,True
480,763,Chill Vibes #480,2026-03-13,True
481,17,Weekend Hits #481,2026-01-16,True
482,274,My Favorites #482,2023-12-12,False
483,678,Party Mix #483,2024-04-16,False
484,361,Late Night #484,2025-03-20,True
485,950,Party Mix #485,2024-08-18,True
486,363,Study Focus #486,2026-05-25,True
487,155,Study Focus #487,2023-10-13,False
488,521,Road Trip #488,2025-11-15,True
489,452,Late Night #489,2024-11-20,False
490,101,My Favorites #490,2024-07-10,False
491,750,Study Focus #491,2025-09-24,True
492,302,Morning Energy #492,2025-05-22,False
493,181,Relaxing Songs #493,2026-04-25,False
494,543,Relaxing Songs #494,2026-04-22,False
495,532,Study Focus #495,2024-05-18,True
496,698,My Favorites #496,2026-06-02,True
497,982,Chill Vibes #497,2026-04-21,True
498,118,My Favorites #498,2025-05-21,True
499,590,Late Night #499,2024-12-14,True
500,68,Party Mix #500,2024-11-03,True
